"","ia_1ad","ia_2ad","ia_3ad","ia_4ad","ia_5ad","ia_6ad","ia_7men","ia_8men","ia_9men","ia_10men","ia_11men","ia_12men","plb_m","tot_integ"
"1329",1,1,1,1,1,0,1,1,1,0,0,0,1,14
"1330",1,0,0,0,0,0,0,0,0,0,0,0,0,6
"1331",1,1,1,1,1,0,1,0,1,0,0,0,0,4
"1332",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1333",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1334",1,1,1,0,1,1,0,0,0,0,0,0,0,4
"1335",1,0,0,0,0,0,1,0,0,0,0,0,1,6
"1336",1,1,1,0,1,0,1,0,1,0,0,0,1,7
"1337",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1338",1,0,1,0,0,0,0,0,0,0,0,0,0,3
"1339",1,0,1,0,0,0,0,1,1,0,0,0,1,4
"1340",1,1,1,1,1,1,0,0,0,0,0,0,1,2
"1341",0,0,0,1,0,0,1,0,0,0,0,0,0,3
"1342",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1343",0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1344",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1345",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1346",1,1,1,0,1,1,1,1,1,0,0,0,1,5
"1347",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1348",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1349",1,1,1,0,1,1,1,1,1,0,0,0,0,6
"1350",1,0,0,0,0,0,1,1,0,0,0,0,0,3
"1351",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1352",0,0,0,0,0,0,0,0,0,0,0,0,1,10
"1353",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1354",1,0,0,1,0,0,1,1,1,1,1,0,1,4
"1355",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1356",1,0,1,0,1,0,1,1,1,0,1,0,1,3
"1357",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1358",1,0,0,0,0,0,1,1,1,0,0,0,0,5
"1359",0,0,0,0,0,1,0,0,0,0,0,0,1,6
"1360",1,0,0,0,1,0,1,0,1,0,0,0,0,5
"1361",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1362",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1363",1,1,1,1,1,1,1,1,1,1,1,1,0,9
"1364",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1365",1,1,1,1,1,1,1,1,1,0,0,0,0,4
"1366",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"1367",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1368",1,0,1,0,1,1,0,1,1,1,1,1,1,6
"1369",1,1,1,0,1,1,0,0,0,0,0,0,0,3
"1370",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1371",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1372",1,0,1,0,0,0,1,1,1,1,1,1,0,6
"1373",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1374",0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1375",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1376",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1377",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1378",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1379",1,0,0,0,0,0,0,0,0,0,0,0,1,6
"1380",1,1,1,1,1,1,1,1,1,0,0,0,0,9
"1381",1,0,0,0,0,1,0,0,0,0,0,0,0,5
"1382",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1383",1,0,0,0,0,0,1,0,0,0,0,0,0,8
"1384",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1385",1,0,0,0,0,0,1,0,0,0,0,0,0,8
"1386",1,0,1,0,0,0,1,1,1,0,0,0,1,3
"1387",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1388",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1389",1,0,0,1,1,1,0,0,0,0,0,0,0,5
"1390",1,0,0,0,1,0,1,0,0,0,0,0,1,4
"1391",1,1,1,0,0,1,1,1,1,1,1,1,1,7
"1392",1,1,1,0,1,0,1,1,1,0,0,0,0,7
"1393",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1394",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1395",1,1,1,0,0,0,0,0,0,0,0,0,0,5
"1396",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1397",1,1,1,1,1,0,0,0,0,0,0,0,0,4
"1398",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1399",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1400",1,1,1,0,0,0,0,0,0,0,0,0,0,4
"1401",1,0,0,0,0,0,1,0,0,0,0,0,0,7
"1402",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1403",1,1,1,1,1,0,1,1,1,1,1,0,0,9
"1404",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"1405",1,0,1,1,1,0,1,0,1,1,1,0,0,4
"1406",1,1,1,1,1,1,1,1,1,1,1,1,0,3
"1407",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1408",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1409",1,1,1,1,1,1,1,1,1,1,1,0,1,8
"1410",1,1,1,0,1,1,1,1,1,0,0,0,0,6
"1411",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1412",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1413",1,1,1,1,1,0,1,1,1,1,0,0,0,3
"1414",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1415",1,1,1,1,1,1,1,1,1,1,1,1,0,3
"1416",1,1,1,1,1,1,1,1,1,1,1,0,0,5
"1417",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1418",0,1,0,1,0,0,0,0,0,0,0,0,0,5
"1419",1,0,1,0,1,0,1,0,0,0,1,0,0,5
"1420",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1421",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1422",1,1,1,0,1,1,1,1,1,0,0,0,1,7
"1423",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1424",1,1,1,1,0,0,1,1,1,0,0,0,0,4
"1425",1,1,1,1,1,1,1,1,1,1,1,1,0,5
"1426",1,1,1,0,1,0,0,0,0,0,0,0,0,3
"1427",1,1,1,1,1,1,1,1,1,1,1,1,1,4
"1428",1,1,1,1,1,0,0,0,0,0,0,0,0,3
"1429",0,0,0,0,0,0,1,0,0,0,0,0,0,4
"1430",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1431",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"1432",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1433",0,0,1,0,0,0,0,1,1,0,0,0,0,8
"1434",1,1,1,0,1,0,1,1,1,1,1,0,0,3
"1435",1,1,0,1,1,0,0,0,0,0,0,0,0,3
"1436",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1437",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"1438",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"1439",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1440",1,0,0,0,0,0,1,1,1,1,0,0,0,5
"1441",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1442",1,0,1,0,1,1,1,1,1,0,1,0,0,4
"1443",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1444",1,0,1,0,0,0,1,1,1,0,0,0,0,8
"1445",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1446",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1447",1,0,0,0,0,0,1,0,0,0,0,0,1,3
"1448",0,1,1,0,1,0,1,0,0,0,0,0,0,5
"1449",1,1,1,1,1,1,1,1,1,1,1,1,0,5
"1450",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1451",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1452",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1453",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1454",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"1455",1,0,0,0,0,0,1,0,0,0,0,0,1,6
"1456",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1457",1,0,1,0,1,0,1,1,1,0,0,0,0,3
"1458",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1459",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1460",1,1,1,1,1,0,1,1,1,1,0,0,0,4
"1461",1,1,1,0,1,1,1,1,1,1,1,1,1,7
"1462",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1463",1,0,0,0,1,0,0,0,0,0,0,0,1,3
"1464",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1465",0,0,1,0,1,0,0,0,0,1,1,0,0,6
"1466",1,1,1,0,1,1,0,0,0,0,0,0,0,4
"1467",1,1,1,1,1,1,1,1,1,1,1,1,0,6
"1468",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1469",0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1470",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1471",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1472",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1473",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1474",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1475",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1476",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1477",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1478",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1479",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"1480",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1481",1,1,1,0,0,1,1,0,1,0,0,0,0,4
"1482",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1483",1,1,1,1,1,0,1,1,1,0,0,0,0,7
"1484",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1485",1,0,0,0,0,0,1,0,0,0,0,0,1,2
"1486",1,1,1,1,1,1,1,1,1,1,1,1,0,5
"1487",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1488",0,0,1,0,0,0,1,1,1,0,0,0,0,6
"1489",1,1,1,1,1,1,0,0,0,1,0,0,0,6
"1490",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1491",1,1,1,1,1,1,0,0,0,0,0,0,0,3
"1492",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1493",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1494",1,1,1,0,1,1,1,1,1,0,0,0,0,6
"1495",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1496",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1497",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1498",1,1,1,1,1,1,0,0,0,0,0,0,1,4
"1499",1,1,1,1,1,1,1,1,1,1,1,1,0,1
"1500",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1501",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"1502",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1503",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1504",1,1,1,1,0,1,0,0,0,0,0,0,1,3
"1505",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1506",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1507",0,0,1,0,0,0,0,1,1,0,0,0,0,7
"1508",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1509",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1510",1,0,1,0,0,0,0,0,0,0,0,0,0,3
"1511",0,1,0,0,0,0,0,0,0,0,0,0,0,4
"1512",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1513",1,0,0,0,0,0,0,0,0,0,0,0,1,4
"1514",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1515",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1516",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1517",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1518",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1519",1,1,1,0,0,0,1,0,1,0,0,0,0,5
"1520",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1521",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1522",1,0,0,0,0,0,0,0,0,0,0,0,0,6
"1523",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1524",0,0,1,0,0,0,0,0,0,0,0,0,0,5
"1525",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1526",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"1527",1,0,1,0,0,0,0,0,0,0,0,0,1,5
"1528",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1529",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"1530",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1531",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1532",0,0,0,1,0,0,0,0,0,0,0,0,1,4
"1533",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1534",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1535",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1536",1,0,1,0,0,0,1,1,0,0,0,0,0,4
"1537",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1538",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1539",1,0,0,0,0,0,0,0,0,0,0,0,1,4
"1540",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1541",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1542",1,1,1,1,1,1,0,0,0,0,0,0,0,3
"1543",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1544",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1545",1,1,1,1,1,1,0,0,0,0,0,0,0,4
"1546",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1547",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"1548",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1549",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1550",1,0,1,0,0,0,1,1,0,0,0,0,0,6
"1551",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1552",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1553",1,0,1,0,1,1,1,1,1,0,0,1,1,5
"1554",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1555",1,0,1,0,1,0,0,0,1,0,1,0,1,5
"1556",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1557",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1558",1,0,1,0,0,0,0,0,0,0,0,0,0,5
"1559",1,0,0,0,0,0,0,0,0,0,0,0,0,10
"1560",1,1,1,0,1,1,1,1,1,1,1,1,0,4
"1561",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1562",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1563",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1564",0,0,0,0,0,0,0,0,0,0,0,0,1,10
"1565",0,1,1,0,0,0,1,1,1,0,0,0,0,4
"1566",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1567",1,1,1,1,0,0,1,1,1,1,1,1,0,5
"1568",0,0,0,0,0,0,1,0,0,0,0,0,1,3
"1569",1,0,1,1,1,0,0,0,0,0,0,0,0,3
"1570",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1571",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1572",1,1,1,1,1,1,1,1,1,1,1,1,1,3
"1573",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1574",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1575",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1576",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1577",1,1,1,1,1,1,1,1,1,0,0,0,1,4
"1578",0,0,1,0,1,0,0,0,0,0,0,0,0,7
"1579",1,1,1,1,1,1,1,1,0,0,1,1,1,6
"1580",0,1,0,0,0,0,0,0,0,0,0,0,0,3
"1581",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1582",1,1,1,1,1,0,0,0,0,0,0,0,0,4
"1583",1,0,1,0,0,0,0,0,0,0,0,0,0,5
"1584",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1585",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1586",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1587",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1588",1,1,1,0,1,1,1,1,1,1,1,1,0,7
"1589",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1590",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"1591",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1592",1,0,1,1,1,1,1,0,1,0,0,0,0,4
"1593",1,1,1,1,1,0,1,1,1,1,1,0,0,3
"1594",1,1,1,1,1,1,1,1,1,1,0,0,1,4
"1595",1,1,1,0,0,0,1,1,1,0,0,0,0,6
"1596",1,0,1,0,0,0,1,1,1,0,0,0,0,4
"1597",1,0,0,0,0,0,1,0,1,0,0,0,1,6
"1598",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1599",0,0,1,1,0,0,0,1,1,0,0,0,0,4
"1600",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1601",1,0,1,0,1,0,1,0,0,0,0,0,0,3
"1602",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1603",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1604",1,1,1,0,0,0,0,0,0,0,0,0,1,7
"1605",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1606",1,1,1,1,1,1,1,1,1,1,1,1,0,5
"1607",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1608",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1609",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1610",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1611",1,0,1,0,0,0,1,1,1,0,0,0,1,4
"1612",0,0,0,0,0,0,0,0,0,0,0,0,1,8
"1613",1,0,1,0,1,0,1,0,0,0,0,1,0,5
"1614",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1615",1,1,1,1,1,1,1,1,1,1,1,1,0,7
"1616",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1617",1,0,1,0,1,0,1,1,1,1,0,0,0,5
"1618",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1619",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1620",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1621",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1622",1,0,1,0,0,1,1,0,1,0,0,0,0,6
"1623",0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1624",1,1,1,1,0,0,1,0,1,0,1,1,0,4
"1625",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1626",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1627",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1628",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1629",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1630",1,1,1,1,0,1,1,1,0,0,0,0,0,3
"1631",1,1,1,1,1,1,1,1,1,0,1,0,0,3
"1632",1,1,1,0,1,1,1,1,1,1,1,1,1,9
"1633",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"1634",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1635",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1636",1,0,0,0,0,0,1,1,1,0,0,0,0,3
"1637",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1638",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1639",1,0,1,0,0,0,1,0,0,0,0,0,1,4
"1640",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1641",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1642",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1643",1,1,1,0,0,0,1,1,1,0,1,0,0,4
"1644",1,0,0,0,0,0,1,0,1,0,0,0,0,9
"1645",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1646",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1647",1,1,1,1,1,1,1,1,1,1,1,1,1,9
"1648",1,1,0,0,0,0,0,0,0,0,0,0,0,5
"1649",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1650",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1651",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1652",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1653",1,0,1,1,1,1,1,1,1,1,1,0,1,4
"1654",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1655",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1656",0,0,1,0,0,1,0,0,1,0,0,0,0,7
"1657",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1658",1,0,1,1,1,0,0,1,0,0,0,0,0,3
"1659",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1660",1,0,1,0,1,0,0,0,0,0,0,0,0,6
"1661",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1662",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1663",1,1,1,1,0,0,1,1,1,0,0,0,0,4
"1664",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1665",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1666",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1667",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1668",1,0,1,0,0,0,1,0,0,0,0,0,0,4
"1669",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1670",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1671",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1672",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1673",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1674",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1675",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1676",1,0,1,0,0,0,1,0,1,0,0,0,1,5
"1677",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1678",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1679",1,0,1,0,1,0,1,1,0,0,0,0,0,5
"1680",1,1,1,1,1,0,0,1,1,1,0,1,0,6
"1681",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1682",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1683",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1684",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1685",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1686",1,0,1,0,0,0,0,1,1,0,0,0,0,6
"1687",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1688",1,0,1,0,0,0,1,1,1,0,0,0,1,4
"1689",1,0,1,1,0,0,0,1,1,0,0,0,1,4
"1690",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1691",1,0,1,0,0,1,1,0,1,0,0,0,1,4
"1692",1,0,0,0,0,0,1,0,0,0,0,0,0,8
"1693",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1694",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1695",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1696",1,0,0,0,0,0,0,0,0,0,0,0,1,5
"1697",0,0,0,0,0,0,1,0,0,0,0,0,0,4
"1698",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1699",0,0,0,0,0,0,1,0,0,0,0,0,0,3
"1700",1,0,1,0,0,1,0,0,0,0,0,0,0,5
"1701",1,0,1,0,0,0,1,1,0,0,0,0,0,5
"1702",1,0,1,0,0,0,1,0,0,0,0,0,1,7
"1703",1,1,1,1,1,0,1,1,1,1,1,1,0,6
"1704",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1705",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1706",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1707",0,0,0,0,0,0,0,0,1,0,0,0,0,4
"1708",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1709",1,0,0,0,0,0,1,0,0,0,0,0,0,6
"1710",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1711",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1712",1,0,0,0,0,0,1,0,1,0,0,0,0,5
"1713",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1714",1,1,1,1,1,1,1,1,1,1,1,1,0,6
"1715",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1716",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1717",1,1,1,1,1,1,1,0,0,0,0,0,1,4
"1718",1,0,0,0,0,0,1,1,1,0,0,0,1,7
"1719",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1720",1,0,1,0,1,0,1,1,1,0,0,0,1,7
"1721",0,0,0,0,0,0,1,0,0,0,0,0,0,5
"1722",1,1,1,0,0,0,1,1,1,1,0,0,0,3
"1723",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1724",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"1725",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1726",1,0,1,0,1,0,0,1,1,0,1,0,0,7
"1727",0,1,0,0,1,0,0,0,0,0,0,0,0,4
"1728",1,0,1,0,0,0,0,1,1,0,0,0,0,9
"1729",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1730",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1731",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1732",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1733",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1734",1,1,1,0,0,0,1,0,0,0,0,0,0,6
"1735",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1736",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1737",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1738",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1739",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1740",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1741",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1742",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1743",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1744",1,0,1,0,0,0,1,1,1,0,0,0,0,4
"1745",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1746",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1747",1,0,1,1,1,0,1,1,0,0,0,0,0,7
"1748",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1749",1,0,0,0,0,0,1,0,0,0,0,0,1,7
"1750",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1751",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1752",1,1,0,0,1,1,1,1,1,1,1,1,0,5
"1753",1,1,1,1,1,0,1,1,1,0,0,0,1,6
"1754",0,0,0,0,0,0,0,0,0,0,0,0,1,9
"1755",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1756",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1757",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1758",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1759",1,1,1,1,1,1,0,0,0,0,0,0,1,5
"1760",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1761",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1762",1,1,1,1,1,1,1,1,1,1,1,1,0,7
